"Gene"
"FSD1L"
"MAPK1"
"GTF2H1"
"MEX3C"
"RBL2"
"U2SURP"
"STXBP5"
"UBXN2A"
"FAM117B"
"ZBTB7A"
"CMTR2"
"SEMA7A"
"SPRED1"
"SERTAD2"
"ATAD2"
"PHC3"
"DPYSL5"
"USP31"
"ZNF652"
"PEX5L"
"ZNF704"
"LAPTM4A"
"TRIM36"
"CHRM2"
"PURB"
"VSX1"
"TET3"
"CNOT4"
"ZC3H12C"
"CHD1"
"USP38"
"MELK"
"FEM1C"
"SSH2"
"ZBTB20"
"CSDE1"
"ZNF710"
"UTRN"
"USP44"
"YOD1"
"BACH1"
"LPGAT1"
"IGF1R"
"DLC1"
"CCNJ"
"ZBTB5"
"STX3"
"FZD3"
"ICA1"
"ATF2"
"VDAC1"
"CEP170B"
"MTERF2"
"MBTD1"
"AKAP11"
"RGS8"
"MIS18A"
"ARL8B"
"CCSAP"
"SPOPL"
"FBXO32"
"CREBZF"
"KPNA4"
"RAP1A"
"G3BP2"
"PKIA"
"ATP6V1E1"
"CCL7"
"HNF4G"
"TNRC6C"
"EGR3"
"TJP1"
"ZNF506"
"TFCP2L1"
"RNF145"
"PRICKLE2"
"ROR1"
"SPOCK1"
"MAP3K12"
"PHTF2"
"SLC6A8"
"HOMER1"
"ACOX3"
"NAV3"
"SATB1"
"MPPED2"
"WDR44"
"SULF1"
"MATN3"
"GRB10"
"KIT"
"ARHGEF38"
"MIDN"
"EML6"
"CLVS2"
"GNAI3"
"BIRC6"
"NCK2"
"ZNF197"
"CTDSPL"
"DEPDC5"
"IDH2"
"AMIGO2"
"TTC7B"
"C8orf58"
"AGO4"
"GNPTAB"
"ADAMTS8"
"THRSP"
"COL3A1"
"BIN3"
"ZNF644"
"SMIM3"
"NIPAL4"
"ADRB2"
"CLCN5"
"SMC1A"
"ZNF493"
"CELF2"
"ELF2"
"ATXN7"
"ZBTB44"
"VCAN"
"EPHB2"
"WDR37"
"IL6R"
"MET"
"NGLY1"
"CBLB"
"CASP10"
"ABR"
"CCM2"
"DDX6"
"ATP6V1B2"
"FAM155A"
"WNK1"
"RAPGEF2"
"PPTC7"
"EDARADD"
"CLIP1"
"PIK3R3"
"MFSD6"
"SIN3B"
"PLAA"
"IGFBP3"
"LDLR"
"ELOVL5"
"MASTL"
"NCKAP5"
"SALL3"
"LAMA3"
"CEP97"
"B3GALT2"
"PGM2L1"
"DUSP2"
"RASD1"
"F3"
"PFKP"
"PTHLH"
"RASL11B"
"UEVLD"
"TRIP11"
"MKNK2"
"ARMC8"
"PPP6C"
"LIMK1"
"SGMS1"
"MYCBP2"
"HBEGF"
"CCDC88A"
"MTF2"
"ZNF521"
"RORC"
"BTBD10"
"TMEM127"
"SLC46A3"
"DDHD1"
"PDE3B"
"ANKRD17"
"AGO1"
"ANKH"
"XRN1"
"KIF3B"
"FAT2"
"BTG3"
"PTPN3"
"BBX"
"SSH1"
"SOS1"
"HEG1"
"RAB5B"
"NKIRAS1"
"SNTB2"
"NIN"
"HAUS8"
"PCDH15"
"GAB1"
"DNAJC27"
"ADARB1"
"KMT2A"
"SETD5"
"NFE2L2"
"KLF7"
"PCDH10"
"ZNF516"
"SLC35D2"
"TGFBR3"
"ONECUT2"
"IGF2BP3"
"STK40"
"MAP4K3"
"DLST"
"C5orf51"
"VAPB"
"RAB18"
"FNDC3A"
"MYLIP"
"FNIP2"
"DENND1B"
"ADAM22"
"DAAM1"
"XPNPEP3"
"RCN2"
"EZR"
"ACVR2B"
"RABGAP1L"
"RPS6KA3"
"RBMS1"
"DGKH"
"GJA3"
"TMPRSS2"
"ZNF395"
"QSER1"
"TRIB1"
"MDFIC"
"SWT1"
"TRIM14"
"ZNF30"
"AP1S2"
"SERINC5"
"EBF3"
"RBBP6"
"ZNF655"
"NRXN1"
"COL11A2"
"HOXD10"
"VKORC1L1"
"PAX9"
"C6orf62"
"VEPH1"
"SLC31A2"
"ZNF518A"
"PDE5A"
"MYCL"
"RBBP8"
"PRKACB"
"SAMD4A"
"PNRC1"
"SNTG1"
"KLF10"
"SIVA1"
"SDC1"
"WDR45B"
"HPRT1"
"S100PBP"
"USP13"
"PTPRG"
"TGIF1"
"STK35"
"KIF3A"
"PON2"
"PRR5L"
"CYP2U1"
"LIMA1"
"TFG"
"GALNT3"
"ZNF91"
"NRK"
"PCMTD1"
"WDR35"
"MIER3"
"C3orf70"
"DGCR2"
"KLHL24"
"PPP2CA"
"DMXL1"
"FAM217B"
"KDM2B"
"BACH2"
"MACROD2"
"PPP2CB"
"AHCTF1"
"DMD"
"DNA2"
"PLEKHA8"
"SENP2"
"PEX11B"
"MARS2"
"FRAS1"
"GAS7"
"EDN1"
"FAM189A1"
"ADAM23"
"ZNF468"
"PIP4K2B"
"SPSB4"
"CHUK"
"CCDC186"
"ZNF721"
"CEP63"
"ZNF626"
"SIX4"
"JARID2"
"RRAS2"
"POM121C"
"RALYL"
"TMOD2"
"BICD2"
"NKAIN2"
"XIAP"
"TOP2B"
"USP53"
"TMEM170A"
"LIN54"
"TAF4"
"DMXL2"
"LY75"
"MECOM"
"BPTF"
"MPHOSPH9"
"OTUD7B"
"NEUROD1"
"HIC1"
"BRWD3"
"BTBD7"
"RAF1"
"B3GALNT2"
"FAT3"
"FMR1"
"QKI"
"TBR1"
"CAST"
"PRUNE2"
"RIN2"
"GRK6"
"KCNQ5"
"WDR20"
"MAGI2"
"MICAL2"
"SEMA4B"
"ADAM9"
"CCNG2"
"TAOK3"
"IQSEC2"
"DENND5B"
"SCN1A"
"ATL3"
"CD69"
"ANO6"
"BNC2"
"CROT"
"ERAP1"
"ARHGAP26"
"NRIP3"
"SLAIN2"
"ELK3"
"BEST3"
"CALD1"
"STRIP2"
"HHIP"
"SLC6A1"
"NMNAT2"
"SPPL3"
"HNRNPH1"
"NTN4"
"TMEM168"
"ETV1"
"RRM2"
"DNAJC16"
"TRPV6"
"MAPRE3"
"EGR2"
"TMEM64"
"AP2B1"
"OSM"
"ISM2"
"RUNX3"
"IGSF10"
"URI1"
"FAM102A"
"TGM2"
"LASP1"
"OCRL"
"SUCO"
"RAB11FIP1"
"RGMB"
"UNC80"
"CEP120"
"LRP8"
"LRCH1"
"SIKE1"
"CTSK"
"AGFG1"
"FBXL20"
"SKAP2"
"GMFB"
"SAP30L"
"ZNF322"
"WNT9B"
"PCGF3"
"ZBP1"
"CPEB1"
"TTLL4"
"TSEN34"
"RUFY3"
"TMEM65"
"PXDN"
"COL4A2"
"LAMP2"
"CPEB2"
"COL1A2"
"ITGB3"
"BZW1"
"CLP1"
"NHLRC3"
"DCUN1D1"
"CDH2"
"POGZ"
"DMRT3"
"SEC62"
"RSBN1L"
"ARF4"
"NAA25"
"CHSY1"
"ERBB4"
"KIAA0355"
"ABAT"
"MAP7D2"
"ABCB10"
"TRAM1"
"CACNB4"
"CTNNA2"
"MAPK8IP1"
"FAM122A"
"FOXP2"
"MBOAT7"
"MYH2"
"MTF1"
"WBP4"
"TMEM135"
"MYH1"
"RNF150"
"HTR2A"
"GRM5"
"ZNF420"
"COL4A1"
"CASP7"
"NKX2-1"
"CAMK2G"
"TXLNG"
"ZNF559"
"SATB2"
"SAFB"
"ELAVL4"
"WHAMM"
"MTRR"
"PCDHAC1"
"ZMAT3"
"LIMCH1"
"KPNA3"
"RNF167"
"CYLD"
"MOB1B"
"GRIN2A"
"ABHD5"
"OTUD1"
"EBF2"
"DNAJB1"
"BTF3L4"
"PCDHA10"
"WDR26"
"SMARCA2"
"HDLBP"
"TXLNA"
"LGALSL"
"ITGA6"
"SRSF6"
"IGF1"
"SLC9A6"
"SEC11A"
"TNPO2"
"PCDHA2"
"RHOB"
"ZNF385B"
"ID2"
"KIAA2013"
"PARPBP"
"PLXNC1"
"GULP1"
"VASH1"
"TP53BP2"
"KIF20A"
"CASZ1"
"TMCC1"
"ETV3"
"SUN2"
"HNRNPH3"
"MRAP2"
"PDCD6"
"GPAM"
"PLEKHA5"
"ARHGAP21"
"RFX3"
"REV1"
"RHPN2"
"OTUD4"
"PBX1"
"SRGAP1"
"FAM135A"
"IGDCC4"
"B3GNT7"
"ACVR1C"
"FNIP1"
"HDX"
"MAPK6"
"AMT"
"SOCS4"
"RBFOX2"
"ASAP1"
"EPSTI1"
"NLGN4Y"
"SEC14L1"
"RAD21"
"ZNRF2"
"NDFIP2"
"KCNK5"
"ENTPD5"
"SSBP2"
"LAMP1"
"BLCAP"
"TMEM245"
"C12orf76"
"ASXL3"
"WAC"
"ANO1"
"NFIB"
"ARC"
"MED13"
"CPD"
"SEPT7"
"ARFGEF1"
"CBX6"
"GOLGA6A"
"TNKS"
"NUP54"
"DOCK3"
"TMEM45A"
"IVNS1ABP"
"SCUBE3"
"ADCY1"
"ST3GAL5"
"PDIK1L"
"LIN9"
"DDX3Y"
"DERL2"
"KLF11"
"GNB5"
"CCDC71L"
"RB1CC1"
"ARHGAP1"
"KIAA1191"
"ZFAND4"
"ANKFY1"
"ERC1"
"NBEA"
"TRIM3"
"DAB2"
"USP28"
"ZBTB33"
"RPS6KA4"
"CC2D1A"
"TIAM1"
"LYST"
"IL6ST"
"STK38"
"THRA"
"LRRC55"
"SMOC1"
"UBE3C"
"SLC25A28"
"ELMSAN1"
"RPP14"
"SLC33A1"
"ENTPD4"
"GOLGA1"
"BICC1"
"ARHGEF10"
"KIF23"
"SLC4A8"
"CSRNP3"
"PXK"
"CHP2"
"CXCL6"
"CREB1"
"ARHGEF18"
"GPATCH2"
"RGMA"
"SQSTM1"
"AMER2"
"FAM210A"
"NAA30"
"KPNA2"
"PLXDC2"
"MEX3D"
"KLHL15"
"ARHGEF11"
"SSX2IP"
"FBXO31"
"DPYSL2"
"OXR1"
"OSTM1"
"DCC"
"ASF1A"
"PHF12"
"USP9X"
"STX16"
"RB1"
"KCMF1"
"GALNT2"
"HSPA14"
"THOC2"
"KLHDC8B"
"PLXND1"
"KCTD17"
"HIP1"
"PALD1"
"LIMD2"
"CD59"
"KCTD21"
"MARK1"
"APOLD1"
"FERMT2"
"GCLM"
"ARFGAP2"
"MAP3K13"
"AJAP1"
"PHLDB2"
"SLC35A1"
"ARPP19"
"RALA"
"NR3C1"
"NPAS3"
"TRIM27"
"FGF11"
"ZMYM2"
"FREM1"
"GLS"
"ZNF765"
"SMS"
"CUL3"
"TOX3"
"CXCL12"
"STON2"
"REEP1"
"TCF24"
"EXOC3L4"
"UBE2D1"
"ZCCHC2"
"ELOVL3"
"NFIA"
"MARCKSL1"
"CNN2"
"TRPM7"
"ZIC1"
"ASAH2B"
"SLC4A7"
"ABHD17C"
"FAM76B"
"DOCK10"
"SLC25A6"
"DNAI1"
"PLCB1"
"ITSN1"
"ARRDC4"
"CNOT6"
"SCN3A"
"TUB"
"C6orf118"
"BCL2L11"
"PPP2R2A"
"SPRY3"
"B3GNT2"
"DUSP10"
"ATP10B"
"KIF2A"
"AKAP12"
"RAB21"
"RNF20"
"TMEM167A"
"PPP1R16B"
"SLC20A1"
"MRS2"
"MYCN"
"PLEKHG6"
"LBR"
"RDX"
"CASP3"
"SLC38A9"
"OPA3"
"ZNF784"
"ZNF275"
"GPR26"
"MED8"
"SLC7A1"
"NAA50"
"AMBRA1"
"PRELID2"
"ANO4"
"PCDH19"
"CCNG1"
"PCMT1"
"MED4"
"CALCRL"
"ZNF107"
"TXNRD1"
"INTS6"
"KIAA1109"
"RBPMS2"
"ADNP"
"SESN2"
"PKNOX1"
"SERINC1"
"VTI1B"
"ODF2"
"GJC1"
"TSPEAR"
"HNRNPUL2"
"MBD6"
"WDR1"
"NBEAL2"
"PPARA"
"CCDC126"
"SOCS1"
"MTMR6"
"SLC26A7"
"RALGPS1"
"MAPK14"
"STK32B"
"UBE2A"
"CAMSAP2"
"BAMBI"
"RHEBL1"
"FAM13A"
"APP"
"ABL2"
"ROCK2"
"IRF1"
"OLFM3"
"NIPA1"
"LHX6"
"DNAL1"
"CHD5"
"TANC1"
"BTN3A1"
"CRYBG3"
"WNK3"
"IL1RAP"
"AGFG2"
"TNFAIP1"
"SMOC2"
"RLIM"
"OSR1"
"SLC22A23"
"GOSR1"
"USP32"
"TPRG1L"
"MCL1"
"PITPNA"
"PLAGL2"
"BRI3"
"MIS12"
"PAM"
"SEPT8"
"ENPP4"
"FAM167A"
"KDM5A"
"SOX11"
"CELSR3"
"PANX2"
"FOXK2"
"CTSA"
"TFAM"
"CYBRD1"
"CORO2B"
"UNKL"
"CAPN15"
"MFN2"
"ZNF264"
"FAT4"
"SMAD5"
"DOCK4"
"ABCG4"
"RHOC"
"NUP35"
"ZNF148"
"FBXL3"
"COL11A1"
"DPYSL3"
"FBXO9"
"SYN2"
"CLMN"
"FAM91A1"
"NREP"
"ZNF583"
"SPRYD4"
"INSR"
"ARHGAP28"
"GPCPD1"
"HIF1AN"
"EFHD2"
"COL27A1"
"CD164"
"AP1S1"
"PIEZO2"
"ZNF615"
"HIPK1"
"FAM214A"
"GABRG1"
"GUCY1A2"
"CACNA1E"
"CHD2"
"PTDSS1"
"ATRN"
"PHF6"
"LCK"
"GPR22"
"CAPRIN1"
"GGNBP2"
"POU2F1"
"NRXN3"
"NAA16"
"CHSY3"
"RTF1"
"PCDH18"
"CBFA2T3"
"GSK3B"
"PRR14L"
"ATP11B"
"CBLN1"
"RBM25"
"SDHD"
"MAP4"
"FASTKD3"
"TRIM63"
"ACSL6"
"SBF2"
"NPEPL1"
"UBL3"
"SOCS3"
"SERINC3"
"RTN1"
"CAND1"
"KRTAP3-1"
"POSTN"
"PSG1"
"TIA1"
"IL26"
"AGPAT5"
"RABGAP1"
"JAZF1"
"PGR"
"MAPK8"
"CCPG1"
"ENC1"
"ASAP2"
"FAM168A"
"KLF13"
"FRMD4A"
"ADSS"
"AP3B2"
"CTDSPL2"
"SBK1"
"RNF138"
"NCAM2"
"TCF7L2"
"BNIP3L"
"FUT2"
"TMEM70"
"COL4A6"
"PDPR"
"OSMR"
"SIGLEC5"
"GFM2"
"KCNJ11"
"COL4A3BP"
"C15orf39"
"ENTPD7"
"PKDCC"
"PLEKHH2"
"SYNJ1"
"MAPRE1"
"MAGOHB"
"ZDBF2"
"COL4A5"
"FBN2"
"PDPK1"
"ZNF189"
"RNF168"
"ANXA10"
"PARD6B"
"SHROOM2"
"UBN2"
"VCPKMT"
"ANKMY2"
"LRRTM2"
"PAK6"
"SYT11"
"DICER1"
"SOX4"
"CLTC"
"RAB1A"
"GIGYF1"
"MED26"
"PRKAA1"
"SEC61A2"
"PRRT3"
"UHMK1"
"RFX4"
"RBMS3"
"RUNX2"
"WBP1L"
"UBE2D3"
"PCDH7"
"PARP8"
"PITPNM2"
"ZBTB46"
"DESI2"
"PDLIM5"
"SRPK2"
"STAT3"
"ZNF202"
"NR2C1"
"PHIP"
"ANKRD13C"
"WDFY2"
"CD274"
"PDGFRA"
"SH3PXD2A"
"BAHD1"
"ZBTB9"
"SLMAP"
"FAM199X"
"ANKRD50"
"CNRIP1"
"ZNF236"
"PPP1R21"
"BOLL"
"ARID2"
"RAD54L2"
"HNRNPM"
"SEMA6A"
"INPP5K"
"MAGI3"
"WFS1"
"ATG2B"
"TMX3"
"ZNF2"
"REV3L"
"PLXNA1"
"ABI1"
"CDC37L1"
"DLGAP1"
"MINK1"
"LYPD6"
"BHLHE41"
"CMPK1"
"RBBP7"
"ZBTB21"
"LMO3"
"AKAP13"
"CNOT7"
"AHNAK"
"PAPOLA"
"STK11"
"EPS15L1"
"PXYLP1"
"MAP3K8"
"SCAMP5"
"LRRC58"
"CALU"
"ADAMTS5"
"CACNG2"
"PSMD12"
"GPD2"
"KRTAP4-1"
"NFATC2"
"ARID1B"
"ZHX1"
"PGM5"
"SUB1"
"ATL2"
"SLC25A27"
"PDE12"
"RAB11FIP4"
"IGF2BP2"
"LINGO1"
"SLC2A12"
"ZBTB8B"
"DVL3"
"STRBP"
"DHX57"
"TAF9B"
"PEG10"
"POLL"
"FAM104A"
"CLRN1"
"EIF3J"
"ANKRD12"
"DPP8"
"CREBL2"
"TLE3"
"NRG1"
"XPOT"
"TMEM59"
"SEL1L"
"SCYL3"
"ENAH"
"ERCC4"
"LRIG2"
"ZNF793"
"CDK17"
"ORMDL1"
"RXFP1"
"HRASLS5"
"FOSB"
"ECHDC1"
"SMCR8"
"MACF1"
"ATP6V0E1"
"MSI2"
"ST8SIA3"
"VAMP3"
"SH3KBP1"
"HNRNPUL1"
"BEND3"
"MID1"
"LONRF3"
"ZNRF3"
"BTG1"
"SLC6A6"
"MBD2"
"CCNA2"
"EFNB2"
"SUZ12"
"ERBB3"
"KCNC4"
"SYN1"
"DUSP7"
"RNPS1"
"KIAA1841"
"PAF1"
"ARHGEF37"
"IMPAD1"
"ZNF770"
"NFYC"
"DYNC1I1"
"DCX"
"IRS1"
"LRP6"
"BAZ1B"
"ZNF750"
"SDK1"
"SENP5"
"PDP2"
"MTDH"
"ATP2A2"
"FASLG"
"N4BP1"
"MIA2"
"CIPC"
"KIAA1107"
"IPO5"
"RAI14"
"RCN1"
"MTSS1"
"PLCXD3"
"SOWAHC"
"KDM4A"
"GAS2L3"
"SCN2A"
"DOK6"
"CNTLN"
"ZNF287"
"DENND4A"
"UBE2K"
"DBN1"
"HIPK3"
"RAPGEF4"
"CDC42BPA"
"SLC2A13"
"EIF4G2"
"ARSD"
"KIAA1211"
"AQP5"
"MGAT5"
"MLLT6"
"VPS37A"
"ZBTB10"
"VTI1A"
"DCUN1D3"
"POU4F1"
"ETV5"
"PAPOLB"
"PLAG1"
"SLC30A7"
"TSPAN9"
"RNF6"
"SEPT2"
"LRPAP1"
"UXS1"
"UNK"
"PTPDC1"
"IKZF4"
"RCCD1"
"FLT1"
"SYTL4"
"PSD"
"KIF26B"
"TP73"
"PTGDR"
"FAM13C"
"DDIAS"
"ZNF451"
"EP300"
"SPATA13"
"CD300LF"
"MED9"
"CCDC34"
"ZNF25"
"SH3BP5"
"GABPB1"
"OSBPL5"
"RAB12"
"TBC1D8B"
"TENM1"
"PTPN21"
"MCF2L"
"ARHGEF3"
"ST6GALNAC3"
"PRR16"
"LCOR"
"SLITRK2"
"NEUROG1"
"TAGAP"
"AMD1"
"CACNB1"
"GPATCH2L"
"SLC1A3"
"TSPAN6"
"SS18"
"MUC13"
"KCNA6"
"KCNN3"
"FOXO3"
"UHRF2"
"TRANK1"
"GABBR2"
"TECPR2"
"RANBP2"
"STARD9"
"MASP1"
"CHD4"
"FGD6"
"L3MBTL1"
"BEAN1"
"GPBP1"
"FGF14"
"AIDA"
"NYAP2"
"TSC22D3"
"GDF9"
"HCN1"
"CDK5R1"
"ING3"
"RIMBP2"
"DIP2A"
"UGCG"
"SPHKAP"
"ZBTB2"
"ZNF292"
"FRAT2"
"PLAU"
"GLCE"
"ZBTB43"
"GPSM1"
"CCDC158"
"NTS"
"RASSF2"
"C2CD5"
"GRAMD1B"
"SF3B3"
"EXOC6B"
"MTCL1"
"RNF216"
"PYGO2"
"ADCY9"
"EMC7"
"N6AMT1"
"IRF2"
"ATP1B1"
"MYBL1"
"TUBA1A"
"SNRNP48"
"SLC1A2"
"C16orf72"
"PSMA5"
"SMPD3"
"KLF8"
"TBKBP1"
"E2F2"
"EEA1"
"ABCB9"
"C19orf47"
"DUSP1"
"ACVR2A"
"IKZF2"
"FAM214B"
"SESTD1"
"KIAA0930"
"ABCC5"
"C18orf21"
"RNF165"
"TBC1D15"
"HS3ST3A1"
"PRKCE"
"SENP6"
"EOMES"
"C15orf32"
"NCOA1"
"IFIT5"
"FAS"
"MCM4"
"MAML2"
"FZD5"
"ZIC5"
"TYMSOS"
"ZNF445"
"CEP55"
"YIPF6"
"FKBP15"
"CCSER2"
"TNFRSF12A"
"ABCC3"
"JADE1"
"SV2A"
"COX8C"
"FAM83D"
"SCN2B"
"TRIM37"
"CBLN4"
"SAMD8"
"ARHGEF28"
"NFIC"
"PFKFB3"
"ABHD2"
"SMAD4"
"ZBTB47"
"KATNAL1"
"ZHX2"
"MYNN"
"RNASEH2B"
"DNAJB9"
"WWP2"
"TMEM25"
"POLR3G"
"RBL1"
"KANSL1L"
"CDC23"
"TMEM136"
"SLC30A6"
"TMEM178B"
"ZYG11A"
"TRNAU1AP"
"RHOQ"
"EIF4A2"
"ZDHHC9"
"SORL1"
"PRCP"
"PAG1"
"MMP2"
"TBC1D17"
"ZADH2"
"KLF12"
"SPTY2D1"
"GNS"
"LSM11"
"SIPA1L2"
"DCUN1D4"
"KIAA2026"
"SCN11A"
"VAV3"
"C20orf194"
"SCD"
"NME4"
"MEIS2"
"KLF9"
"CDC25A"
"CPEB3"
"SYNCRIP"
"PPP2R5C"
"GPR34"
"MBNL1"
"SOBP"
"KBTBD6"
"ABI2"
"TMC7"
"GRPEL2"
"COG3"
"SH3BGR"
"NDUFA5"
"RNF38"
"ATXN7L3B"
"GLP2R"
"LMBR1"
"CARD8"
"GNG2"
"TTC39B"
"AGPAT4"
"ATG12"
"B4GALT4"
"DHX15"
"ZDHHC23"
"GIT2"
"ARIH2"
"DLX3"
"ASNA1"
"FOXP1"
"PPFIA2"
"SP100"
"USP12"
"RAI2"
"SYNM"
"KLHL20"
"INO80D"
"VPS35"
"OSBPL11"
"HERC4"
"SERPINB12"
"RBP2"
"SVIP"
"ATAD2B"
"SMARCA5"
"LUZP2"
"TDRP"
"SNAP29"
"ATP13A3"
"CPM"
"DNALI1"
"ALAD"
"AKAP6"
"ZCCHC9"
"SRD5A3"
"TMEM234"
"YPEL2"
"SNX30"
"ZNF689"
"TEX30"
"TMEM68"
"PTPRB"
"SYT4"
"STRN"
"TTC23"
"ELOVL2"
"TBC1D12"
"TMEM38B"
"ISCA2"
"ZNF90"
"APAF1"
"SV2B"
"JMJD1C"
"TRHDE"
"CDS2"
"CSE1L"
"MARCKS"
"STK4"
"KIAA1217"
"ACADSB"
"ZBTB11"
"ITGA2"
"SOCS5"
"B4GALT5"
"TMEM47"
"EXOC5"
"ZER1"
"ITCH"
"ASXL2"
"FAM114A1"
"ZNF320"
"USP8"
"PITX1"
"TNFRSF11A"
"RASA2"
"ABCD2"
"MSR1"
"RPS6KA6"
"RAB30"
"NDEL1"
"GNPDA2"
"TMEM138"
"ATP10D"
"CC2D1B"
"MTMR10"
"FAM3C"
"RNF217"
"STYX"
"BTG2"
"JAK1"
"SLC45A4"
"ATP1A2"
"MTURN"
"AKT3"
"FGL2"
"KRT10"
"LRRFIP1"
"MAOA"
"ARNT"
"EPB41L5"
"MAP3K3"
"TMEM106B"
"ZFP3"
"PRKAR2A"
"POGLUT1"
"HOOK1"
"KIAA1958"
"SEMA4G"
"SLC30A4"
"PRLR"
"TRIM41"
"DPH3"
"MED28"
"PRRX1"
"ZFP36L2"
"ZFYVE16"
"SLC6A4"
"SEC24C"
"CASR"
"ZNF624"
"PRRC2B"
"XKR6"
"RALGDS"
"GSE1"
"RSBN1"
"GREM2"
"TMEM33"
"TMED10"
"COL4A4"
"PLEKHA2"
"GPRC5B"
"SAFB2"
"RPP30"
"UCP3"
"GFPT1"
"AFTPH"
"TNIP1"
"EDNRB"
"ATP11A"
"SOGA1"
"SOS2"
"ZDHHC18"
"ACTN1"
"RNF44"
"ANGPTL2"
"AMMECR1"
"NFYB"
"PARP9"
"DHRSX"
"RREB1"
"RELL1"
"PROSER2"
"CYYR1"
"EID1"
"FKBP14"
"PITPNM3"
"CLASP2"
"SLC25A24"
"C6orf203"
"PQLC2"
"SMUG1"
"CCR7"
"BCAT1"
"RBMS2"
"DHRS11"
"HOXA3"
"PTP4A2"
"MTERF1"
"ARL14EP"
"GNB4"
"EFNA5"
"TRNT1"
"ACSS1"
"TADA1"
"KLHL13"
"MFHAS1"
"UBA6"
